Group Description,Group Code
"Renting and leasing of motor vehicles (except motorcycle, caravans, campers)

This class includes :
Renting and operational leasing of the following types of vehicles:
 passenger cars (without drivers)
 trucks, utility trailers and recreational vehicles
This class excludes :
Renting or leasing of vehicles or trucks with driver, see 4932, 4933;
Financial leasing, see 6491;
Renting and operational leasing of land-transport equipment (other than motor vehicles) without drivers, see 773.",77100
"Renting and leasing of recreational and sports goods

This class includes renting of recreational and sports equipment :
pleasure boats, canoes, sailboats
bicycles
beach chairs and umbrellas
other sports equipment
This class excludes :
Renting  of video tapes and disks, see 7722;
Renting of other personal and household goods n.e.c., see 7729;
Renting of leisure and pleasure equipment as an integral part of recreational facilities, see 9329.",77210
"Renting of video tapes and disks

This class includes the renting of videotapes, record, CDNULLs DVDNULLs, etc.",77220
Renting of wearing apparel,77291
Renting of furniture,77292
"Renting of books, journals and magazines",77293
Renting of ornamental plants,77294
Renting of electrical appliances,77295
Renting of audio-video machines,77296
"Renting of personal and household goods, n.e.c.",77299
Renting of land transport equipment,77301
Renting of water transport equipment,77302
Renting of air transport equipment,77303
Renting of agricultural machinery and equipment,77304
Renting of construction and civil engineering machinery and equipment,77305
Renting of computers and computer peripherals equipment,77306
Renting of office machinery and equipment (excluding computers),77307
"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",77309
"Leasing of intellectual property and similar products, except copyrighted works

This class includes the activities of allowing others to use of intellectual property products and similar products for which a royalty payment or licensing fee is paid to the owner of the product (i.e. the asset holder). The leasing of these product can take various forms, such as permission for reproduction, use in subsequent processes or products, operating businesses under a franchise etc. The current owners may or may not have created these products.
This class includes :
Leasing of intellectual property products (except copyrighted works, such as books or software)
Receiving royalties or licensing fee for the use of :
patented entities
trademarks or service marks
brand names
mineral exploration and evaluation
franchise agreements
This class excludes :
Acquisition of rights and publishing, see divisions 58, 59;
Producing, reproducing and distributing copyrighted works (books, software, film), see division 58, 59;
Leasing of real estate, see group 681;
Leasing of tangible products (assets), see groups 771, 772, 773;
Renting of video tapes and disks, see 7722;
Renting of books, see 7729.",77400
"Labor recruitment and provision of personnel, local",78101
"Labor recruitment and provision of personnel, overseas",78102
On-line employment placement agencies,78103
Casting agencies activities,78104
"Other activities of employment placement agencies, n.e.c.",78109
"Temporary labor recruitment and provision of personnel, local",78201
"Temporary labor recruitment and provision of personnel, overseas",78202
"Other human resources provision

This class includes provision of human resources for client businesses.
This provision of human resources is typically done on a long-term or permanent basis and the units classified here may perform a wide range of human resource and personnel management duties associated with this provision.
The units classified here represent the employer of record for the employees on matters relating to payroll, taxes, and other fiscal and human resource issues, but they are not responsible for direction and supervision of employees.
This class excludes :
Provision of human resources functions together with supervision or running of the business, see the class in the respective economic activity of that business;
Provision of human resources to temporarily replace or supplement the workforce of the client, see 7820.",78300
"Travel agency activities

This class includes the activities of agencies primarily engaged in selling travel, tour, transportation and accommodation services to the general public and commercial clients.",79110
"Tour operator activities

This class includes :
Arranging and assembling tours that are sold through travel agencies or directly by tour operators. The tours may include any or all of the following :
transportation
accommodation
food
visits to museums, historical or cultural sites, theatrical, musical or sporting events",79120
Activities of booking offices,79901
Accommodation reservation activities,79902
Transportation reservation activities,79903
Package tour reservation activities,79904
Tourist assistance activities (e.g. tourist guides),79905
"Tickets sales/booking, for theatrical, entertainment and recreational reservation activities",79906
Visitor information activities,79907
Activities of transportation network service,79908
"Other reservation service and related activities, n.e.c.",79909
"Private security activities

This class includes the provision of one or more of the following : guard and patrol services, picking up and delivering money, receipts, or other valuable items with personnel and equipment to protect such properties while in transit.
This class includes :
armored car services
bodyguard services
polygraph services
fingerprinting services
security guard services
This class excludes public order and safety activities, see 8423.",80100
"Security systems service activities

This class includes :
Monitoring or remote monitoring of electronic security alarm systems, such as burglar and fire alarms, including their maintenance
Installing, repairing, rebuilding, and adjusting mechanical or electronic locking devices, safes and security vaults
The units carrying out these activities may also engage in selling such security systems, mechanical or electronic locking devices, safes and security vaults
This class excludes :
Installation of security systems, such as burglar and fire alarms, without later monitoring, see 4321.
Selling security systems, mechanical or electronic locking devices, safes and security vaults, without monitoring, installation or maintenance services, see 4759;
Security consultants, see 7490;
Public order and safety activities, see 8423;
Providing key duplication services, see 9529.",80200
"Investigation activities

This class includes: 
Investigation and detective service activities
Activities of all private investigators, independent of the type of client or purpose of investigation",80300
"Combined facilities support activities

This class includes :
Provision of a combination of support services within a clientNULLs facility, such as general interior cleaning, maintenance, trash disposal, guard and security, mail routing, reception, laundry and related services to support operations within facilities.
Units classified here provide operating staff to carry out these support activities, but are not involved with or responsible for the core business or activities of the client.
This class excludes :
Provision of only one of the support services (e.g. general interior cleaning services) or addressing only a single function (e.g. heating), see the appropriate class according to the service provided;
Provision of management and operating staff for the complete operation of a clientNULLs establishment, such as a hotel, restaurant, mine or hospital, see the class of the unit operated;
Provision of on site management and operation of a clientNULLs computer systems and/or data processing facilities, see 6202;
Operation of correctional facilities on a contract or fee basis, see 8423.",81100
"General cleaning of buildings

This class includes :
General (non-specialized) cleaning activities of all types of buildings, such as :
offices
houses or apartments
factories
shops
institutions
General (non-specialized) cleaning of other business and professional premises and multiunit residential buildings
These activities cover mostly interior cleaning although they may include the cleaning of associated exterior areas such as windows or passageways.
This class excludes :
Specialized interior cleaning activities, such as chimney cleaning, cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts, exhaust units, see 8129.",81210
Industrial cleaning activities,81291
"Pest control services, non-agricultural",81292
"Other building and industrial cleaning activities, n.e.c.",81299
"Landscape care and maintenance service activities

This class includes :
Planting, care and maintenance of :
Parks and gardens for :
private and public housing
public and semi-public buildings (schools, hospitals, administrative buildings, church buildings, etc)
municipal grounds (parks, green areas, cemeteries, etc.)
highway greenery (roads, train lines and tramlines, waterways, ports)
industrial and commercial buildings
Greenery for :
buildings (roof gardens, facade greenery, indoor gardens)
sports grounds (e.g. football fields, golf courses etc.) play grounds, lawns for sunbathing and other recreational parks
stationary and flowing water (basins, alternating wet areas, ponds, swimming pools, ditches, watercourses, plant sewage systems)
Plants for protection against noise, wind, erosion, visibility and dazzling
This class also includes maintenance of land in order to keep it in good ecological condition
This class excludes :
Commercial production and planting for commercial production of plants, trees, see division 01, 02;
Tree nurseries (except forest tree nurseries), see 0130;
Maintenance of land to keep it in good condition for agricultural use, see 015;
Construction activities for landscaping purposes, see Section F;
Landscape design and architecture activities, see 7110;
Operation of botanical gardens, see 9103.",81300
"Combined office administrative service activities

This class includes the provision of a combination of day-to-day office administrative services, such as reception, financial planning, billing and record keeping, personnel and physical distribution (mail services) and logistics for others on a contract or fee basis.
This class excludes :
Provision of operating staff to carry out the complete operations of a business, see class according to the business/activity performed;
Provision of only one particular aspect of these activities, see class according to that particular activity.",82110
Photocopying service activities,82191
Duplicating and mailing activities,82192
Other specialized office support activities,82199
Customer relationship management activities,82211
Sales and marketing (including telemarketing) activities,82212
"Other call centers activities (voice), n.e.c.",82219
Finance and accounting activities,82221
Human resources and training activities,82222
Administrative support activities,82223
Document processes activities,82224
Payroll maintenance and other transaction processing activities,82225
Medical transcription activities,82226
Legal services activities,82227
Supply chain management activities,82228
"Other back office operations activities, n.e.c",82229
Engineering outsourcing activities,82291
Product development activities,82292
Publishing outsourcing activities,82293
Research and analysis activities,82294
Intellectual property research and documentation activities,82295
Security outsourcing activities,82296
Knowledge process outsourcing (KPO) activities,82297
"Other non-voice related activities, n.e.c.",82299
"Conventions, trade shows, exhibits, conferences and meetings activities",82301
"Other organization of conventions and trade shows, n.e.c._x000D_",82309
"Activities of collection agencies and credit bureaus

This class includes :
Collection of payments for claims and remittance of payments collected to the clients, such as bill or debt collection services (e.g. bills payment center)
Activities of compiling information, such as credit and employment histories on individuals and credit histories on businesses and providing the information to financial institutions, retailers and others who have a need to evaluate the creditworthiness of these persons and businesses.",82910
"Packaging activities

This class includes :
Packaging activities on a fee or contract basis, whether or not these involve an automated process:
bottling of liquids, including beverages and food
packaging of solids (blister packaging, foil covered etc.)
security packaging of pharmaceutical preparations
labeling, stamping and imprinting
parcel-packing and gift wrapping
This class excludes :
Manufacture of soft drinks and production of mineral water, see 1104 and 1105;
Packaging activities incidental to transport, see 5229.",82920
"Other business support service activities, n.e.c.

This class includes support activities, such as :
Providing verbatim reporting and stenotype recording of live legal proceedings and transcribing subsequent recorded materials, such as :
court reporting or stenotype recording services
public stenography services
Real-time (i.e. simultaneous) closed captioning of live television performances of meetings, conferences
Address bar coding services
Bar code imprinting services
Fundraising organization services on a contract or fee basis
Mail presorting services
Repossession services
Parking meter coin collection services
Activities of independent auctioneers
Administration of loyalty programmers
Other support activities typically provided to businesses not elsewhere classified.
This class excludes :
Provision of document transcription services, see 8219;
Providing film or tape captioning or subtitling services, see 5912.",82990
National executive and legislative administration,84111
"Public administration, regional government",84112
"Public administration, local government",84113
Public administration and supervision of financial and fiscal affairs; operation of taxation schemes,84114
Ancillary service activities for the Government as a whole,84115
"General public administration activities, n.e.c.",84119
"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security

This class includes:
Public administration of programs aimed to increase personal well-being :
health
education
culture
sport
recreation
environment
housing
social services
Public administration of R&D policies and associated funds for these areas.
This class also includes :
Sponsoring of recreational and cultural activities
Distribution of public grants to artists
Administration of potable water supply programs
Administration of waste collection and disposal operations
Administration of environmental protection programs
Administration of housing programs
This class excludes :
Sewage, refuse disposal and remediation activities, see division 37, 38 39;
Compulsory social security activities, see 8430;
Education activities, see division 85;
Human health-related activities, see division 86;
Activities of libraries and public archives, (private, public or government operated) see 9101;
Operation of museums and other cultural institutions, see 9102;
Sporting or other recreational activities, see division 93.",84120
"Regulation of and contribution to more efficient operation of businesses

This class includes :
Public administration and regulation, including subsidy allocation, for different economic sectors: 
 agriculture
 land use
 energy and mining resources
 infrastructure
 transport
 communication
 hotels and tourism
 wholesale and retail trade
Administration of R&D policies and associated funds to improve economic performance
Administration of general labor affairs
Implementation of regional development policy measures, e.g. to reduce unemployment
This class excludes scientific research and development, see division 72.",84130
"Foreign affairs

This class includes :
Administration and operation of the ministry of foreign affairs and diplomatic and consular missions stationed abroad or at offices of international organizations
Administration, operation and support for information and cultural services intended for distribution beyond national boundaries
Aid to foreign countries, whether or not routed through international organizations
Provision of military aid to foreign countries
Management of foreign trade, international financial and foreign technical affairs.
This class excludes international disaster or conflict refugee services, see 8890.",84210
"Defense activities

This class includes :
Administration, supervision and operation of military defense affairs and land, sea, air and space defense forces such as :
combat forces of army, navy and air force
engineering, transport, communications, intelligence, material, personnel and other non-combat forces and commands
reserve and auxiliary forces of the defense establishment
military logistics (provision of equipment, structures, supplies, etc.)
health activities for military personnel in the field
Administration, operation and support of civil defense forces
Support for the working out of contingency plans and the carrying out of exercises in which civilian institutions and populations are involved
Administration of defense-related R&D policies and related funds
This class excludes :
Scientific research and development, see division 72;
Provision of military aid to foreign countries, see 8421;
Activities of military tribunals, see 8423;
Provision of supplies for domestic emergency use in case of peacetime disasters, see 8423;
Educational activities of military schools, colleges and academies, see 8540;
Activities of military hospitals, see 8610.",84220
"Public order and safety activities

This class includes :
Administration and operation of regular and auxiliary police forces supported by public authorities and of port, border, coastguards and other special police forces, including traffic regulation, alien registration, maintenance of arrest records
Firefighting and fire prevention : administration and operation of regular and auxiliary fire brigades in fire prevention, firefighting, rescue of persons and animals, assistance in civic disasters, floods, road accidents, etc.
Administration and operation of administrative civil and criminal law courts, military tribunals and the judicial system, including legal representation and advice on behalf of the government or when provided by the government in cash or services
Rendering of judgements and interpretations of the law
Arbitration of civil actions
Prison administration and provision of correctional services, including rehabilitation services, regardless of whether their administration and operation is done by government units or by private units on a contract or fee basis
Provision of supplies for domestic emergency use in case of peacetime disasters
This class excludes :
Forestry fire-protection and fire-fighting services, see 0240;
Oil and gas field fire fighting, see 0910;
Firefighting and fire-prevention services at airports provided by non-specialized units, see 5223;
Advice and representation in civil, criminal and other cases, see 6910;
Operation of police laboratories, see 7120;
Administration and operation of military armed forces, see 8422;
Activities of prison schools, see division 85;
Activities of prison hospitals, see 8610.",84230
"Compulsory social security activities

This class includes :
Funding and administration of government-provided social security programs:
sickness, work-accident and unemployment insurance
retirement pensions
programmes covering losses of income due to maternity and temporary disablement, widowhood, etc.
This class excludes :
Non-compulsory social security, see 6530;
Provision of welfare services and social work (without accommodation), see 8810, 8890.",84300
Public pre-primary/pre-school education,85111
Private pre-primary/pre-school education,85112
Public pre-primary  education for children with special needs,85121
Private pre-primary and primary education for children with special needs,85122
Public primary/elementary  education,85211
Private primary/elementary  education,85212
Public primary/elementary education for children with special needs,85221
Private primary/elementary education for children with special needs,85222
Public general secondary education,85311
Private general secondary education,85312
Public general secondary education for children with special needs,85321
Private general secondary education for children with special needs,85322
Public technical and vocational secondary education,85331
Private technical and vocational secondary education,85332
Public technical and vocational secondary education for children with special needs,85341
Private technical and vocational secondary education for children with special needs,85342
Public higher education,85401
Private higher education,85402
"Sports and recreation education

This class includes the provision of instruction in athletic activities to groups or individuals, such as by camps and schools. Overnight and day sports instruction camps, are also included.
This class does not include activities of academic schools, colleges and universities. Instruction may be provided in diverse settings, such as the unitNULLs or clientNULLs training facilities, educational institutions or by other means. Instructions provided in this class is formally organized.
This class includes :
Sports, instruction (basketball, volleyball, baseball, football, crickets, etc.)
Camps, sports instruction
Cheerleading instruction
Gymnastics instruction
Riding instruction, academies or school
Swimming instruction
Professional sports, instructors, teachers, coaches
Martial arts instruction
Card game instruction, (such as bridge)
Yoga instruction
This class excludes cultural education, see 8552.",85510
"Cultural education

This class includes provision of instruction in the arts, drama and music. Units giving this type of instructions might be named ""schools"", ""studies"", ""classes"", etc. They provide formally organized instruction, mainly for hobby , recreational or self-development purposes, but such instruction does not lead to a professional diploma, baccalaureate or graduate degree.
This class includes :
Piano instruction and other music instruction
Art instruction
Dance instruction and dance studios
Drama schools (except academic)
Fine arts schools (except academic)
Performing arts schools (except academic)
Photography schools (except commercial)",85520
Professional and licensure review services,85591
"Training centers and facilities activities including culinary, caregiving, language proficiency",85592
Online tutorial services,85593
Driving schools,85594
"Other education, n.e.c.",85599
Public educational support services,85601
Private educational support services,85602
Public general hospitals activities,86111
Public sanitaria and other similar activities,86112
Public mental health and substance abuse hospitals activities,86113
Public maternity hospitals activities,86114
"Other public hospitals, sanitaria and other similar activities, n.e.c.",86119
Private general hospitals activities,86121
Private sanitaria and other similar activities,86122
Private mental health and substance abuse hospitals activities,86123
Private maternity hospitals activities,86124
"Other private hospitals, sanitaria and other similar activities, n.e.c.",86129
Public medical activities (including puericulture and laboratory services),86211
Public dental and laboratory services,86212
"Public medical, dental and other health activities, n.e.c.",86219
Private medical activities,86221
Private dental and laboratory services,86222
Child care/pediatric clinic services,86223
Medical and diagnostic laboratory services,86224
Dialysis center activities,86225
"Private medical, dental and other health activities, n.e.c.",86229
"Other human health activities

This class includes :
Activities for human health not performed by hospitals or by medical doctors or dentists :
activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture, etc..
These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labor organizations and fraternal organizations and in residential health facilities other than hospitals, as well as in own consulting rooms, patientNULLs homes or elsewhere. These activities do not involve medical treatment.
This class also includes :
Activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by the dentist
Activities of medical laboratories such as: X-ray laboratories and other diagnostic imaging centers; blood analysis laboratories
Activities of blood banks, sperm banks, transplant organ banks, etc.
Ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency
Activities of maternity and lying-in clinics
This class excludes :
Production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 3250;
Transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51;
Non-medical laboratory testing, see 7120;
Testing activities in the field of food hygiene, see 7120;
Hospital activities, see 861;
Medical and dental practice activities, see 862;
Nursing care facilities, see 8710.",86900
"Residential nursing care facilities

This class includes activities of :
homes for the elderly with nursing care
convalescent homes
rest homes with nursing care
nursing care facilities
nursing homes
This class excludes :
In-home services provided by health care professionals, see division 86;
Activities of homes for the elderly without or with minimal nursing care, see 8730;
Social work activities with accommodation, such as orphanages, childrenNULLs boarding homes and hostels, temporary homeless shelters, see 8790.",87100
Rehabilitation of people addicted to drugs or alcohol,87201
Caring for the mentally and physically handicapped,87202
"Other residential care activities for mental retardation, mental health and substance abuse, n.e.c.",87209
"Residential care activities for the elderly and disabled

This class includes the provision of residential and personal care services for the elderly and disabled who are unable to fully care for themselves and/or who do not desire to live independently. The care typically includes room, board, supervision and assistance in daily living, such as housekeeping services. In some instances these units provide skilled nursing care for residents in separate on-site facilities.
This class includes activities of :
Assisted-living facilities
Continuing care retirement communities
Homes for the elderly with minimal nursing care
Rest homes without nursing care
This class excludes :
Activities of homes for the elderly with nursing care, see 8710;
Social work activities with accommodation where medical treatment or accommodation are not important elements, see 8790.",87300
Child care services,87901
Caring for unwed mothers and children,87902
Caring for the orphans,87903
"Other residential care activities, n.e.c.",87909
Welfare and guidance counseling activities (elderly and disabled),88101
Day-care activities for the elderly or for handicapped adults,88102
Vocational rehabilitation and habilitation activities for disabled adults,88103
Welfare and guidance counseling activities for children and adolescents,88901
Child-care activities (including for the handicapped),88902
Vocational rehabilitation and habilitation activities for unemployed persons,88903
Charitable activities,88904
"Other social work activities without accommodation, n.e.c.",88909
Concerts and opera or dance production,90001
Live theatrical presentations and other stage productions,90002
Individual artists activities,90003
Ancillary theatrical activities,90004
Art galleries,90005
Operation of concert and theatre halls and other arts facilities,90006
"Other creative, arts and entertainment activities, n.e.c.",90009
"Library and archives activities

This class includes :
Documentation and information activities of libraries of all kinds, reading, listening and viewing rooms, public archives providing service to the general public or to a special clientele, such as students, scientists, staff, members as well as operation of government archives :
organization of a collection, whether specialized or not
cataloguing collections
lending and storage of books, maps, periodicals, films, records, tapes, works of art, etc.
retrieval activities in order to comply with information requests, etc.
Stock photo libraries and services",91010
"Museums activities and operation of historical sites and buildings

This class includes :
Operation of museums of all kinds : 
art museums, museums of jewelry, furniture, costumes, ceramics, silverware
natural history, science and technological museums, historical museums, including military museums
other specialized museums
open-air museums
Operation of historical sites and buildings
This class excludes :
Renovation and restoration of historical sites and buildings, see section F;
Restoration of works of art and museum collection objects, see 9000;
Activities of libraries and archives, see 9101.",91020
"Botanical and zoological gardens and nature reserves activities

This class includes :
Operation of botanical and zoological gardens, including childrenNULLs zoos
Operation of nature reserves, including wildlife preservation, etc.
This class excludes :
Landscaping and gardening services, see 8130;
Operation of sport fishing and hunting preserves, see 9319.",91030
"Gambling and betting activities

This class includes :
Bookmaking and other betting operations
Off-track betting
Operation of casinos, including ""floating casinos""
Sale of lottery tickets
Operation (exploitation) of coin-operated gambling machines
Operation of virtual gambling web sites
This class excludes : Operation (exploitation) of coin-operated games, see 9329.",92000
"Operation of sports facilities

This class includes :
Operation of facilities for indoor or outdoor sports events (open, closed or covered, with or without spectator seating) :
basketball, volleyball, football, baseball
racetracks for auto, dog, horse races
swimming pools and stadiums
track and field stadiums
boxing arenas
golf courses
bowling lanes
fitness centers
badminton courts
billiard halls
Organization and operation of outdoor or indoor sports events for professionals or amateurs by organizations with own facilities.
This class includes managing and providing the staff to operate these facilities.
This class excludes :
Renting of recreation and sports equipment, see 7721;
Park and beach activities, see 9329.",93110
"Activities of sports clubs

This class includes the activities of sports clubs, which, whether professional, semi-professional or amateur clubs, give their members the opportunity to engage in sporting activities.
This class includes :
Operation of sports clubs :
basketball clubs
volleyball clubs
badminton clubs
football clubs
bowling clubs
swimming clubs
golf clubs
boxing clubs
body-building clubs
chess clubs
track and field clubs
shooting clubs, etc.
This class excludes :
Sports instruction by individual teachers, trainers, see 8551;
Operation of sports facilities, see 9311;
Organization and operation of outdoor or indoor sports events for professionals or amateurs by sports clubs with their own facilities, see 9311.",93120
"Other sports activities

This class includes :
Activities of producers or promoters of sports events, with or without facilities
Activities of individual own-account sportsmen and athletes, referees, judges, timekeepers, etc.
Activities of sports leagues and regulating bodies
Activities related to promotion of sporting events
Activities of racing stables, kennels and garages
Operation of sport fishing and hunting preserves
Support activities for sport or recreational hunting and fishing
This class excludes :
Breeding of racing horses, see 0142;
Renting of sports equipment, see 7721;
Activities of sports and game schools, see 8551;
Activities of sports instructors, teachers, coaches, see 8541;
Organization and operation of outdoor or indoor sports events for professionals or amateurs by sports clubs with/without own facilities, see 9311,9312;
Park and beach activities, see 9329.",93190
"Activities of amusement parks and theme parks

This class includes activities of amusement parks or theme parks. It includes the operation of a variety of attractions, such as mechanical rides, water rides, games, shows, theme exhibits and picnic grounds.",93210
"Operation of ballrooms, discotheques (discoNULLs)",93291
"Operation of recreation parks, beaches, including renting of facilities such as bathhouses, lockers, chairs etc.;",93292
"Token, coin or cash-basis and card-operated games (arcade)",93293
Indoor playground and playhouse operations for children,93294
"Light and/or sound system operation for fair and shows, discotheques and dance floor",93295
"Other amusement and recreation activities, n.e.c.",93299
"Activities of business and employers membership organizations

This class includes :
Activities of organizations whose members interests center on the development and prosperity of enterprises in a particular line of business or trade, including farming, or on the economic growth and climate of a particular geographical area or political subdivision without regard for the line of business.
Activities of federations of such associations
Activities of chambers of commerce, guilds and similar organizations
Dissemination of information, representation before government agencies, public relations and labor negotiations of business and employer organizations
This class excludes activities of trade unions, see 9420.",94110
"Activities of professional membership organizations

This class includes :
Activities of organizations whose membersNULL interests centre chiefly on a particular scholarly discipline or professional practice or technical field, such as medical associations, legal associations, accounting associations, engineering associations, architects associations, etc.
Activities of associations of specialists engaged in scientific, academic or cultural activities, such as associations of writers, painters, performers of various kinds, journalists, etc.
Dissemination of information, the establishment and supervision of standards of practice, representation before government agencies and public relations of professional organizations
This class also includes activities of learned societies.
This class excludes education provided by these organizations, see division 85.",94120
"Activities of trade unions

This class includes promoting of the interests of organized labor and union employees.
This class also includes :
Activities of associations whose members are employees interested chiefly in the representation of their views concerning the salary and work situation, and in concerted action through the organization
Activities of single plant unions, of unions composed of affiliated branches and of labor organizations composed of affiliated unions on the basis of trade, region, organizational structure or other criteria
This class excludes education provided by these organizations, see division 85.",94200
"Activities of religious organizations

This class includes :
Activities of religious organizations or individuals providing services directly to worshippers in churches, mosques, temples, synagogues or other places
Activities of organizations providing monastery and convent services
Religious retreat activities
This class also includes :
Religious funeral service activities
This class excludes :
Education provided by such organizations, see division 85;
Health activities by such organizations, see division 86;
Social work activities by such organizations, see divisions 87and 88.",94910
"Activities of political organizations

This class includes :
Activities of political organizations and auxiliary organizations such as young peopleNULLs auxiliaries associated with a political party. These organizations chiefly engage in influencing decision-taking in public governing bodies by placing members of the party or those sympathetic to the party in political office and involve the dissemination of information, public relations, fund raising etc.",94920
"Activities of other membership organizations, n.e.c.

This class includes :
Activities of organizations not directly affiliated to a political party furthering a public cause or issue by means of public education, political influence, fund raising etc.:
citizenNULLs initiative or protest movements
environmental and ecological movements
organizations supporting community and educational facilities n.e.c.
organizations for the protection and betterment of special groups, e.g. ethnic and minority groups
associations for patriotic purposes, including war veteransNULL associations
Consumer associations
Automobile associations
Associations for the purpose of social acquaintanceship such as rotary clubs, lodges etc.
Associations of youth, young personsNULL associations, student associations, clubs and fraternities etc.
Associations for the pursuit of a cultural or recreational activity or hobby (other than sports or games), e.g. poetry, literature and book clubs, historical clubs, gardening clubs, film and photo clubs, music and art clubs, craft and collectors clubs, social clubs, carnival clubs etc.
This class also includes grant giving activities by membership organizations or others
This class excludes :
Activities of professional artistic groups or organizations, see 9000.
Activities of sports clubs, see 9312;
Activities of professional associations, see 9412.",94990
"Repair of computers and peripheral equipment

This class includes the repair of electronic equipment, such as computers and computing machinery and peripheral equipment.
This class includes the repair and maintenance of:
Desktop and laptop computers
Magnetic disk drives, flash drives and other storage devices
Optical disk drives (CD-RW, CD-ROM, DVD-ROM, DVD-RW)
Printers, monitors, keyboards
Mice, joysticks and trackball accessories
Internal and external computer modems
Dedicated computer terminals
Computer servers, scanners, including bar code scanners
Smart cards readers, virtual reality helmets
Computer projectors
This class also includes the repair and maintenance of:
Computer terminals like automatic teller machines (ATMNULLs); point-of-sale (POS) terminals, not mechanically operated
Hand-held computers (PDANULLs)
This class excludes the repair and maintenance of carrier equipment modems, see 9512.",95110
"Repair of communications equipment

This class includes repair and maintenance of communications equipment such as :
Cordless telephones, mobile phones and other handheld mobile devices (e.g., cellular phones, smart phones, tablets) carrier equipment modems
Fax machines
Communications transmission equipment (e.g. routers, bridges, modems)
Two-way radios
Commercial TV and video cameras",95120
"Repair of consumer electronics

This class includes repair and maintenance of consumer electronics including smart electronics:
Television, radio receivers
Video cassette recorders (VCR)
CD/DVD players
Household-type video cameras
Digital recorder, CCTVs, remote control devices, and other similar electronic devices.",95210
Repair and servicing of household appliances,95221
Repair and servicing of home and garden equipment,95222
Repair of boots and shoes,95231
Repair of luggage and handbags,95232
Repair of wood furniture,95241
"Repair of rattan furniture (reed, wicker and cane)",95242
Repair of furniture and fixtures of metal,95243
"Repair of other furniture and fixtures, n.e.c.",95249
Repair and alteration of jewelry,95291
Repair of watches,95292
"Other repair of personal and household goods, n.e.c.",95299
Spa activities,96101
Steam and bath activities,96102
Slendering and body building activities,96103
Beauty treatment and personal grooming activities,96104
Beauty parlor/salon activities,96105
Barber shop activities,96106
Massage parlor,96107
"Other personal services for wellness activities, n.e.c.",96109
"Washing and dry cleaning of textile and fur products

This class includes :
Laundering and dry-cleaning, pressing etc. of all kinds of clothing (including fur) and textiles, provided by mechanical equipment, by hand or by self-service coin-operated machines, whether for the general public or for industrial or commercial clients
Laundry collection and delivery
Carpet and rug shampooing and drapery and curtain cleaning, whether on clientsNULL premises or not
Provision of linens, work uniforms and related items by laundries
This class also includes repair and minor alteration of garments or other textile articles when done in connection with cleaning.
This class excludes :
Renting of clothing other than work uniforms, even if cleaning of these goods is an integral part of the activity, see 7730;
Repair and alteration of clothing etc., as an independent activity, see 9529.",96210
"Funeral and related activities

This class includes :
Burial and incineration of human or animal corpses and related activities :
 preparing the dead for burial or cremation and embalming and morticiansNULL services
 providing burial or cremation services
 rental of equipped space in funeral parlors
Rental or sale of graves
Maintenance of graves and mausoleums.
This class excludes religious funeral service activities, see 9491.",96300
"Domestic services

This class includes maids, drivers, cooks, houseboys, gardeners, including governesses, tutors and personal secretaries, etc. employed in private households.",96400
Social escort service activities (excluding tourist guides),96901
Pet boarding activities,96902
Astrological and spiritualist activities,96903
"Shoe shiner, porter, valet car parker activities",96904
Coin/bill/card-operated machine activities,96905
"Event planning/organizing activities (e.g., wedding, birthday, debut, baptismal)",96906
"Miscellaneous service activities, n.e.c.",96909
"Activities of households as employers of domestic personnel

This class includes :
Activities of households as employers of domestic personnel such as maids, cooks, waiters, valets, butlers, laundresses, gardeners, gatekeepers, stable-lads, chauffeurs, caretakers, governesses, babysitters, tutors, secretaries, etc.
It allows the domestic personnel employed to state the activity of their employers in censuses or studies, even though the employer is an individual. The product produced by this activity is consumed by the employing household.
This class excludes :
Provision of services such as cooking, gardening, etc. by independent service providers (companies or individuals), see PSIC class according to type of service.",97000
"Undifferentiated goods-producing activities of private households for own use

This class includes :
Undifferentiated subsistence goods - producing activities of households, i.e., the activities of households that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence.
If households are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industry of PSIC.
If households are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of PSIC.",98100
"Undifferentiated services-producing activities of private households for own use

This class includes :
Undifferentiated subsistence services-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence.
If households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferentiated goods-producing subsistence activities of households.",98200
